,ic
1139,-0.17330367074527253
1140,-0.18531701890989988
1141,-0.1474972191323693
1142,-0.09098998887652948
1143,-0.17908787541713014
1144,-0.11590656284760845
1145,-0.11501668520578419
1146,-0.1581757508342603
1147,-0.13770856507230256
1148,-0.06696329254727475
1149,-0.057174638487208
1150,0.04338153503893215
1151,0.05494994438264739
1152,0.13192436040044492
1153,0.08921023359288098
1154,0.1243604004449388
1155,0.046941045606229144
1156,0.045606229143492764
1157,0.06518353726362626
1158,0.010456062291434927
1159,-0.011790878754171301
1160,-0.01668520578420467
1161,-0.05183537263626252
1162,0.040711902113459396
1163,-0.06251390433815351
1164,-0.0878754171301446
1165,-0.038042269187986644
1166,-0.10300333704115683
1167,-0.03492769744160178
1168,-0.0825361512791991
1169,-0.11902113459399331
1170,-0.16129032258064516
1171,-0.16440489432703
1172,-0.1768631813125695
1173,-0.24315906562847608
1174,-0.19021134593993325
1175,-0.1839822024471635
1176,-0.2040044493882091
1177,-0.2
1178,-0.25917686318131256
1179,-0.3543937708565072
1180,-0.38598442714126807
1181,-0.41357063403781974
1182,-0.31167964404894327
1183,-0.20177975528364847
1184,-0.10768717387806674
1185,-0.06674824827152898
1186,-0.0847702753048418
1187,-0.07364556725958696
1188,0.01690955622878734
1189,0.015129602941546565
1190,0.052069427190301804
1191,0.042278594727168134
1192,0.11218699566782521
1193,0.18096830848797996
1194,0.18675573286766933
1195,0.18898166532139601
1196,0.2224449780116495
1197,0.21220226631141334
1198,0.28256524233912234
1199,0.3836563534675396
1200,0.4451126236689563
1201,0.4544646647865632
1202,0.48786481163515916
1203,0.5194836173184967
1204,0.4789581058088669
1205,0.5154755996966652
1206,0.5898465933462056
1207,0.5987532991724979
1208,0.5751505287328235
1209,0.5969719580072395
1210,0.6183480519903409
1211,0.6352707930602963
1212,0.5927658124274178
1213,0.537160671954652
1214,0.50684169854181
1215,0.4623428663607906
1216,0.5444432117347713
1217,0.5462231650220121
1218,0.5052842394154743
